Parent Class,Class,Equivalent Class,Canonical Class,Canonical Source
Point,Min_Unoccupied_Cooling_Supply_Air_Flow_Setpoint_Limit,Min_Unoccupied_Cooling_Supply_Air_Flow_Setpoint_Limit,,
Point,Min_Unoccupied_Heating_Discharge_Air_Flow_Setpoint_Limit,Min_Unoccupied_Heating_Discharge_Air_Flow_Setpoint_Limit,,
Point,Min_Unoccupied_Heating_Discharge_Air_Flow_Setpoint_Limit,Min_Unoccupied_Heating_Supply_Air_Flow_Setpoint_Limit,,
Point,Min_Unoccupied_Heating_Supply_Air_Flow_Setpoint_Limit,Min_Unoccupied_Heating_Discharge_Air_Flow_Setpoint_Limit,,
Point,Min_Unoccupied_Heating_Supply_Air_Flow_Setpoint_Limit,Min_Unoccupied_Heating_Supply_Air_Flow_Setpoint_Limit,,
Equipment,Network_Video_Recorder,Network_Video_Recorder,,
Equipment,Network_Video_Recorder,NVR,,
Equipment,NVR,Network_Video_Recorder,,
Equipment,NVR,NVR,,
Point,Occupied_Cooling_Discharge_Air_Flow_Setpoint,Occupied_Cooling_Discharge_Air_Flow_Setpoint,,
Point,Occupied_Cooling_Discharge_Air_Flow_Setpoint,Occupied_Cooling_Supply_Air_Flow_Setpoint,,
Point,Occupied_Cooling_Supply_Air_Flow_Setpoint,Occupied_Cooling_Discharge_Air_Flow_Setpoint,,
Point,Occupied_Cooling_Supply_Air_Flow_Setpoint,Occupied_Cooling_Supply_Air_Flow_Setpoint,,
Point,Occupied_Discharge_Air_Flow_Setpoint,Occupied_Discharge_Air_Flow_Setpoint,,
Point,Occupied_Discharge_Air_Flow_Setpoint,Occupied_Supply_Air_Flow_Setpoint,,
Point,Occupied_Discharge_Air_Temperature_Setpoint,Occupied_Discharge_Air_Temperature_Setpoint,,
Point,Occupied_Discharge_Air_Temperature_Setpoint,Occupied_Supply_Air_Temperature_Setpoint,,
Point,Occupied_Heating_Discharge_Air_Flow_Setpoint,Occupied_Heating_Discharge_Air_Flow_Setpoint,,
Point,Occupied_Heating_Discharge_Air_Flow_Setpoint,Occupied_Heating_Supply_Air_Flow_Setpoint,,
Point,Occupied_Heating_Supply_Air_Flow_Setpoint,Occupied_Heating_Discharge_Air_Flow_Setpoint,,
Point,Occupied_Heating_Supply_Air_Flow_Setpoint,Occupied_Heating_Supply_Air_Flow_Setpoint,,
Point,Occupied_Supply_Air_Flow_Setpoint,Occupied_Discharge_Air_Flow_Setpoint,,
Point,Occupied_Supply_Air_Flow_Setpoint,Occupied_Supply_Air_Flow_Setpoint,,
Point,Occupied_Supply_Air_Temperature_Setpoint,Occupied_Discharge_Air_Temperature_Setpoint,,
Point,Occupied_Supply_Air_Temperature_Setpoint,Occupied_Supply_Air_Temperature_Setpoint,,
Point,On_Timer_Sensor,On_Timer_Sensor,,
Point,On_Timer_Sensor,Run_Time_Sensor,,
Collection,Photovoltaic_Array,Photovoltaic_Array,,
Collection,Photovoltaic_Array,PV_Array,,
Point,Photovoltaic_Current_Output_Sensor,Photovoltaic_Current_Output_Sensor,,
Point,Photovoltaic_Current_Output_Sensor,PV_Current_Output_Sensor,,
Point,Preheat_Discharge_Air_Temperature_Sensor,Preheat_Discharge_Air_Temperature_Sensor,,
Point,Preheat_Discharge_Air_Temperature_Sensor,Preheat_Supply_Air_Temperature_Sensor,,
Point,Preheat_Supply_Air_Temperature_Sensor,Preheat_Discharge_Air_Temperature_Sensor,,
Point,Preheat_Supply_Air_Temperature_Sensor,Preheat_Supply_Air_Temperature_Sensor,,
Collection,PV_Array,Photovoltaic_Array,,
Collection,PV_Array,PV_Array,,
Point,PV_Current_Output_Sensor,Photovoltaic_Current_Output_Sensor,,
Point,PV_Current_Output_Sensor,PV_Current_Output_Sensor,,
Equipment,Radiant_Ceiling_Panel,Radiant_Ceiling_Panel,,
Equipment,Radiant_Ceiling_Panel,RC_Panel,,
Equipment,RC_Panel,Radiant_Ceiling_Panel,,
Equipment,RC_Panel,RC_Panel,,
Location,Rest_Room,Rest_Room,,
Location,Rest_Room,Restroom,,
Location,Restroom,Rest_Room,,
Location,Restroom,Restroom,,
Equipment,Rooftop_Unit,Rooftop_Unit,Air_Handling_Unit,remove (see notes)
Equipment,Rooftop_Unit,RTU,Air_Handling_Unit,remove (see notes)
Equipment,RTU,Rooftop_Unit,Air_Handling_Unit,remove (see notes)
Equipment,RTU,RTU,Air_Handling_Unit,remove (see notes)
Point,Run_Time_Sensor,On_Timer_Sensor,,
Point,Run_Time_Sensor,Run_Time_Sensor,,
Equipment,RVAV,RVAV,,
Equipment,RVAV,Variable_Air_Volume_Box_With_Reheat,,
Location,Storey,Floor,,
Location,Storey,Storey,,
Measurable,Supply_Air,Discharge_Air,Supply_Air,https://terminology.ashrae.org/?entry=supply%20air
Measurable,Supply_Air,Supply_Air,Supply_Air,https://terminology.ashrae.org/?entry=supply%20air
Point,Supply_Air_Dewpoint_Sensor,Discharge_Air_Dewpoint_Sensor,,
Point,Supply_Air_Dewpoint_Sensor,Supply_Air_Dewpoint_Sensor,,
Point,Supply_Air_Differential_Pressure_Sensor,Discharge_Air_Differential_Pressure_Sensor,,
Point,Supply_Air_Differential_Pressure_Sensor,Supply_Air_Differential_Pressure_Sensor,,
Point,Supply_Air_Differential_Pressure_Setpoint,Discharge_Air_Differential_Pressure_Setpoint,,
Point,Supply_Air_Differential_Pressure_Setpoint,Supply_Air_Differential_Pressure_Setpoint,,
Point,Supply_Air_Duct_Pressure_Status,Discharge_Air_Duct_Pressure_Status,,
Point,Supply_Air_Duct_Pressure_Status,Supply_Air_Duct_Pressure_Status,,
Point,Supply_Air_Flow_Demand_Setpoint,Discharge_Air_Flow_Demand_Setpoint,,
Point,Supply_Air_Flow_Demand_Setpoint,Supply_Air_Flow_Demand_Setpoint,,
Point,Supply_Air_Flow_High_Reset_Setpoint,Discharge_Air_Flow_High_Reset_Setpoint,,
Point,Supply_Air_Flow_High_Reset_Setpoint,Supply_Air_Flow_High_Reset_Setpoint,,
Point,Supply_Air_Flow_Low_Reset_Setpoint,Discharge_Air_Flow_Low_Reset_Setpoint,,
Point,Supply_Air_Flow_Low_Reset_Setpoint,Supply_Air_Flow_Low_Reset_Setpoint,,
Point,Supply_Air_Flow_Reset_Setpoint,Discharge_Air_Flow_Reset_Setpoint,,
Point,Supply_Air_Flow_Reset_Setpoint,Supply_Air_Flow_Reset_Setpoint,,
Point,Supply_Air_Flow_Sensor,Discharge_Air_Flow_Sensor,,
Point,Supply_Air_Flow_Sensor,Supply_Air_Flow_Sensor,,
Point,Supply_Air_Flow_Setpoint,Discharge_Air_Flow_Setpoint,,
Point,Supply_Air_Flow_Setpoint,Supply_Air_Flow_Setpoint,,
Point,Supply_Air_Humidity_Sensor,Discharge_Air_Humidity_Sensor,,
Point,Supply_Air_Humidity_Sensor,Supply_Air_Humidity_Sensor,,
Point,Supply_Air_Humidity_Setpoint,Discharge_Air_Humidity_Setpoint,,
Point,Supply_Air_Humidity_Setpoint,Supply_Air_Humidity_Setpoint,,
Point,Supply_Air_Integral_Gain_Parameter,Discharge_Air_Integral_Gain_Parameter,,
Point,Supply_Air_Integral_Gain_Parameter,Supply_Air_Integral_Gain_Parameter,,
Equipment,Supply_Air_Plenum,Discharge_Air_Plenum,rename (see notes),
Equipment,Supply_Air_Plenum,Supply_Air_Plenum,rename (see notes),
Point,Supply_Air_Proportional_Gain_Parameter,Discharge_Air_Proportional_Gain_Parameter,,
Point,Supply_Air_Proportional_Gain_Parameter,Supply_Air_Proportional_Gain_Parameter,,
Point,Supply_Air_Smoke_Detection_Alarm,Discharge_Air_Smoke_Detection_Alarm,,
Point,Supply_Air_Smoke_Detection_Alarm,Supply_Air_Smoke_Detection_Alarm,,
Point,Supply_Air_Static_Pressure_Deadband_Setpoint,Discharge_Air_Static_Pressure_Deadband_Setpoint,,
Point,Supply_Air_Static_Pressure_Deadband_Setpoint,Supply_Air_Static_Pressure_Deadband_Setpoint,,
Point,Supply_Air_Static_Pressure_Integral_Time_Parameter,Discharge_Air_Static_Pressure_Integral_Time_Parameter,,
Point,Supply_Air_Static_Pressure_Integral_Time_Parameter,Supply_Air_Static_Pressure_Integral_Time_Parameter,,
Point,Supply_Air_Static_Pressure_Proportional_Band_Parameter,Discharge_Air_Static_Pressure_Proportional_Band_Parameter,,
Point,Supply_Air_Static_Pressure_Proportional_Band_Parameter,Supply_Air_Static_Pressure_Proportional_Band_Parameter,,
Point,Supply_Air_Static_Pressure_Sensor,Discharge_Air_Static_Pressure_Sensor,,
Point,Supply_Air_Static_Pressure_Sensor,Supply_Air_Static_Pressure_Sensor,,
Point,Supply_Air_Static_Pressure_Setpoint,Discharge_Air_Static_Pressure_Setpoint,,
Point,Supply_Air_Static_Pressure_Setpoint,Supply_Air_Static_Pressure_Setpoint,,
Point,Supply_Air_Static_Pressure_Step_Parameter,Discharge_Air_Static_Pressure_Step_Parameter,,
Point,Supply_Air_Static_Pressure_Step_Parameter,Supply_Air_Static_Pressure_Step_Parameter,,
Point,Supply_Air_Temperature_Alarm,Discharge_Air_Temperature_Alarm,,
Point,Supply_Air_Temperature_Alarm,Supply_Air_Temperature_Alarm,,
Point,Supply_Air_Temperature_Cooling_Setpoint,Discharge_Air_Temperature_Cooling_Setpoint,,
Point,Supply_Air_Temperature_Cooling_Setpoint,Supply_Air_Temperature_Cooling_Setpoint,,
Point,Supply_Air_Temperature_Deadband_Setpoint,Discharge_Air_Temperature_Deadband_Setpoint,,
Point,Supply_Air_Temperature_Deadband_Setpoint,Supply_Air_Temperature_Deadband_Setpoint,,
Point,Supply_Air_Temperature_Heating_Setpoint,Discharge_Air_Temperature_Heating_Setpoint,,
Point,Supply_Air_Temperature_Heating_Setpoint,Supply_Air_Temperature_Heating_Setpoint,,
Point,Supply_Air_Temperature_High_Reset_Setpoint,Discharge_Air_Temperature_High_Reset_Setpoint,,
Point,Supply_Air_Temperature_High_Reset_Setpoint,Supply_Air_Temperature_High_Reset_Setpoint,,
Point,Supply_Air_Temperature_Low_Reset_Setpoint,Discharge_Air_Temperature_Low_Reset_Setpoint,,
Point,Supply_Air_Temperature_Low_Reset_Setpoint,Supply_Air_Temperature_Low_Reset_Setpoint,,
Point,Supply_Air_Temperature_Proportional_Band_Parameter,Discharge_Air_Temperature_Proportional_Band_Parameter,,
Point,Supply_Air_Temperature_Proportional_Band_Parameter,Supply_Air_Temperature_Proportional_Band_Parameter,,
Point,Supply_Air_Temperature_Reset_Differential_Setpoint,Discharge_Air_Temperature_Reset_Differential_Setpoint,,
Point,Supply_Air_Temperature_Reset_Differential_Setpoint,Supply_Air_Temperature_Reset_Differential_Setpoint,,
Point,Supply_Air_Temperature_Sensor,Discharge_Air_Temperature_Sensor,,
Point,Supply_Air_Temperature_Sensor,Supply_Air_Temperature_Sensor,,
Point,Supply_Air_Temperature_Setpoint,Discharge_Air_Temperature_Setpoint,,
Point,Supply_Air_Temperature_Setpoint,Supply_Air_Temperature_Setpoint,,
Point,Supply_Air_Temperature_Setpoint_Limit,Discharge_Air_Temperature_Setpoint_Limit,,
Point,Supply_Air_Temperature_Setpoint_Limit,Supply_Air_Temperature_Setpoint_Limit,,
Point,Supply_Air_Temperature_Step_Parameter,Discharge_Air_Temperature_Step_Parameter,,
Point,Supply_Air_Temperature_Step_Parameter,Supply_Air_Temperature_Step_Parameter,,
Point,Supply_Air_Velocity_Pressure_Sensor,Discharge_Air_Velocity_Pressure_Sensor,,
Point,Supply_Air_Velocity_Pressure_Sensor,Supply_Air_Velocity_Pressure_Sensor,,
Equipment,Supply_Fan,Discharge_Fan,Supply_Fan,
Equipment,Supply_Fan,Supply_Fan,Supply_Fan,
Equipment,TABS_Panel,TABS_Panel,rename (see notes),
Equipment,TABS_Panel,Thermally_Activated_Building_System_Panel,rename (see notes),
Equipment,Thermally_Activated_Building_System_Panel,TABS_Panel,rename (see notes),
Equipment,Thermally_Activated_Building_System_Panel,Thermally_Activated_Building_System_Panel,rename (see notes),
Point,Unoccupied_Cooling_Discharge_Air_Flow_Setpoint,Unoccupied_Cooling_Discharge_Air_Flow_Setpoint,,
Point,Unoccupied_Cooling_Discharge_Air_Flow_Setpoint,Unoccupied_Cooling_Supply_Air_Flow_Setpoint,,
Point,Unoccupied_Cooling_Supply_Air_Flow_Setpoint,Unoccupied_Cooling_Discharge_Air_Flow_Setpoint,,
Point,Unoccupied_Cooling_Supply_Air_Flow_Setpoint,Unoccupied_Cooling_Supply_Air_Flow_Setpoint,,
Point,Unoccupied_Discharge_Air_Flow_Setpoint,Unoccupied_Discharge_Air_Flow_Setpoint,,
Point,Unoccupied_Discharge_Air_Flow_Setpoint,Unoccupied_Supply_Air_Flow_Setpoint,,
Point,Unoccupied_Discharge_Air_Temperature_Setpoint,Unoccupied_Discharge_Air_Temperature_Setpoint,,
Point,Unoccupied_Discharge_Air_Temperature_Setpoint,Unoccupied_Supply_Air_Temperature_Setpoint,,
Point,Unoccupied_Heating_Discharge_Air_Flow_Setpoint,Unoccupied_Heating_Discharge_Air_Flow_Setpoint,,
Point,Unoccupied_Heating_Discharge_Air_Flow_Setpoint,Unoccupied_Heating_Supply_Air_Flow_Setpoint,,
Point,Unoccupied_Heating_Supply_Air_Flow_Setpoint,Unoccupied_Heating_Discharge_Air_Flow_Setpoint,,
Point,Unoccupied_Heating_Supply_Air_Flow_Setpoint,Unoccupied_Heating_Supply_Air_Flow_Setpoint,,
Point,Unoccupied_Supply_Air_Flow_Setpoint,Unoccupied_Discharge_Air_Flow_Setpoint,,
Point,Unoccupied_Supply_Air_Flow_Setpoint,Unoccupied_Supply_Air_Flow_Setpoint,,
Point,Unoccupied_Supply_Air_Temperature_Setpoint,Unoccupied_Discharge_Air_Temperature_Setpoint,,
Point,Unoccupied_Supply_Air_Temperature_Setpoint,Unoccupied_Supply_Air_Temperature_Setpoint,,
Equipment,Variable_Air_Volume_Box,Variable_Air_Volume_Box,,
Equipment,Variable_Air_Volume_Box,VAV,,
Equipment,Variable_Air_Volume_Box_With_Reheat,RVAV,,
Equipment,Variable_Air_Volume_Box_With_Reheat,Variable_Air_Volume_Box_With_Reheat,,
Equipment,Variable_Frequency_Drive,Variable_Frequency_Drive,Variable_Frequency_Drive,https://terminology.ashrae.org/?entry=variable-frequency drive (VFD)
Equipment,Variable_Frequency_Drive,VFD,Variable_Frequency_Drive,
Equipment,VAV,Variable_Air_Volume_Box,,
Equipment,VAV,VAV,,
Equipment,VFD,Variable_Frequency_Drive,Variable_Frequency_Drive,
Equipment,VFD,VFD,Variable_Frequency_Drive,
